id_processo,id_cliente,id_fornecedor,incoterm,modal,data_embarque,data_chegada_prevista,data_chegada_real,status,taxa_cambio_usd_brl,lead_time_previsto_dias,lead_time_real_dias,desvio_lead_time_dias,flag_atraso,flag_atraso_grave,ano_embarque,mes_embarque,trimestre,ano_mes,custo_total_brl,custo_armazenagem_brl,custo_demurrage_brl,custo_despachante_brl,custo_frete_internacional_brl,custo_icms_brl,custo_imposto_importação_brl,custo_seguro_brl,valor_total_usd,valor_total_brl,custo_sobre_valor,flag_cambio_alto,peso_total_kg,custo_por_kg_brl,nome_cliente,segmento,estado,nome_fornecedor,pais,lead_time_medio_dias,confiabilidade
753,101,58,EXW,Marítimo,2024-01-10,2024-03-04,2024-03-03,Entregue,5.2576,54,53,-1,0,0,2024,1,1,2024-01,220727.33000000002,894.64,0.0,2186.82,58350.41,74466.08,81304.84,3524.54,86779.84,456253.68678399996,0.4838,0,2397.1670000000004,92.08,Porto Net Distribuidora Nacional S.A.,Eletrônico,PR,Michelin Tire Supply,China,18,Alta
754,20,10,FOB,Marítimo,2024-05-20,2024-06-22,2024-07-11,Atrasado,5.2028,33,52,19,1,1,2024,5,2,2024-05,3287601.1,947.79,1561.53,3269.9,1056534.69,1185345.16,957363.91,82578.12,1494907.09,7777702.607852,0.4227,0,45548.943999999996,72.18,Federal Continental Trading Ltda,Eletrônico,PE,Siemens Components AG,EUA,77,Baixa
755,24,99,FOB,Marítimo,2024-11-28,2025-01-17,2025-01-15,Em trânsito,5.6458,50,48,-2,0,0,2024,11,4,2024-11,383377.42,863.68,6599.05,3145.77,64109.0,163293.03,134525.47,10841.42,164961.59999999998,931340.2012799999,0.4116,1,7217.3279999999995,53.12,Sul Corp Soluções Industriais S.A.,Industrial,RJ,Honeywell Aerospace,China,15,Alta
756,54,21,FOB,Marítimo,2024-06-20,2024-08-15,2024-08-13,Entregue,5.3724,56,54,-2,0,0,2024,6,2,2024-06,89922.39,2643.44,0.0,2924.29,20884.16,35361.29,25834.77,2274.44,42084.85,226096.64813999998,0.3977,0,1704.2930000000001,52.76,Inter Solar Grupo Industrial S.A.,Automotivo,CE,ACER Taiwan Supply,Índia,17,Alta
757,38,46,FOB,Marítimo,2024-07-26,2024-08-28,2024-08-27,Entregue,5.6445,33,32,-1,0,0,2024,7,3,2024-07,528405.16,1007.61,0.0,4796.86,106272.4,180962.29,222926.76,12439.24,199790.35,1127716.630575,0.4686,1,12675.864999999998,41.69,Prime Tech Trading Ltda,Industrial,AM,Caterpillar Parts USA,China,24,Alta
758,20,17,FOB,Marítimo,2024-08-27,2024-09-23,2024-10-07,Atrasado,5.4598,27,41,14,1,1,2024,8,3,2024-08,8168614.89,594.54,0.0,2777.96,2705265.28,3005979.57,2290786.24,163211.3,3735912.52,20397335.176696002,0.4005,0,89965.56,90.8,Federal Continental Trading Ltda,Eletrônico,PE,Toyota Parts Co.,EUA,80,Baixa
759,119,71,CIF,Aéreo,2024-04-16,2024-04-22,2024-04-20,Entregue,5.6943,6,4,-2,0,0,2024,4,2,2024-04,290023.51,630.12,0.0,4246.93,56658.82,86177.08,134268.74,8041.82,119567.56,680853.556908,0.426,1,115.57499999999999,2509.4,Continental Apex Grupo Industrial S.A.,Automotivo,ES,Brose Fahrzeugteile,Coreia do Sul,34,Alta
760,80,58,FOB,Marítimo,2023-09-17,2023-11-04,2023-11-03,Desembaraçado,5.2337,48,47,-1,0,0,2023,9,3,2023-09,189398.18,3447.91,0.0,4559.84,41571.16,85100.86,50294.33,4424.08,112745.73999999999,590077.3794379999,0.321,0,1853.918,102.16,Nexus Trans Soluções Industriais S.A.,Automotivo,RJ,Michelin Tire Supply,China,18,Alta
761,55,4,CIF,Marítimo,2024-05-13,2024-06-10,2024-06-09,Desembaraçado,5.4465,28,27,-1,0,0,2024,5,2,2024-05,621994.01,3421.45,2221.14,2373.73,66485.89,314720.93,209562.19,23208.68,369284.46,2011307.8113900002,0.3092,0,6254.054,99.45,Capital Trans Grupo Industrial S.A.,Industrial,MS,Guangzhou Industrial Corp,Índia,29,Alta
762,158,82,EXW,Marítimo,2024-09-28,2024-10-23,2024-10-21,Entregue,5.4726,25,23,-2,0,0,2024,9,3,2024-09,150370.91,6417.29,1935.59,2608.33,46509.03,44291.31,45903.39,2705.97,59411.090000000004,325133.131134,0.4625,0,454.473,330.87,Inter Âncora Distribuidora Nacional S.A.,Automotivo,GO,Stoneridge Components,China,23,Alta
763,147,31,CIF,Marítimo,2023-09-27,2023-11-19,2023-12-02,Atrasado,5.1576,53,66,13,1,1,2023,9,3,2023-09,1362386.74,3357.66,1274.61,1799.4,181924.38,612810.02,527221.85,33998.82,905275.03,4669046.494728001,0.2918,0,26405.936,51.59,Ômega Centro Indústria e Comércio Ltda,Industrial,RJ,Vietnam Manufacturing Co.,Alemanha,60,Média
766,192,19,CIF,Marítimo,2024-06-26,2024-08-07,2024-08-24,Atrasado,5.5638,42,59,17,1,1,2024,6,2,2024-06,345309.32,519.32,0.0,3258.25,39169.76,157870.13,135485.73,9006.13,223996.73,1246273.0063739999,0.2771,1,9606.057999999999,35.95,Delta Meridian Comércio Exterior Ltda,Industrial,SC,Samsung Industrial Korea,Coreia do Sul,32,Média
767,176,45,CIF,Marítimo,2023-09-25,2023-11-24,2023-11-24,Entregue,5.2234,60,60,0,0,0,2023,9,3,2023-09,142753.55,3693.28,7675.6,4261.42,15873.23,60526.86,45013.45,5709.71,91135.98999999999,476039.7301659999,0.2999,0,6766.371000000001,21.1,Nacional Atlas Grupo Industrial S.A.,Eletrônico,DF,Honeywell Components,Itália,16,Alta
769,146,63,CIF,Marítimo,2023-01-04,2023-01-30,2023-01-29,Entregue,5.1343,26,25,-1,0,0,2023,1,1,2023-01,291902.09,3407.02,0.0,3423.99,26193.17,135086.1,116764.92,7026.89,158116.04,811815.184172,0.3596,0,3048.1130000000003,95.76,Sul Prime Exportações e Importações Ltda,Varejo,RJ,Schaeffler Group,EUA,18,Alta
770,47,75,EXW,Marítimo,2024-06-28,2024-07-28,2024-07-26,Desembaraçado,5.3196,30,28,-2,0,0,2024,6,2,2024-06,435524.69999999995,6683.95,0.0,5972.32,141947.62,123349.9,150122.11,7448.8,168012.92,893761.5292320001,0.4873,0,4732.433,92.03,Plus Max Trading Ltda,Varejo,MS,Dana Incorporated,China,30,Média
774,138,50,EXW,Marítimo,2023-01-07,2023-02-02,2023-02-02,Entregue,4.9137,26,26,0,0,0,2023,1,1,2023-01,507460.9,2604.28,0.0,2445.05,145800.34,177632.95,170974.52,8003.76,203354.40000000002,999222.5152800002,0.5079,0,6302.537,80.52,Pro Porto Soluções Industriais S.A.,Industrial,RS,Illinois Tool Works,China,18,Alta
775,3,77,FOB,Marítimo,2023-10-26,2023-12-06,2023-12-06,Entregue,5.3847,41,41,0,0,0,2023,10,4,2023-10,22367.57,1795.77,0.0,2686.34,4589.79,8055.58,4627.44,612.65,10551.56,56816.985131999994,0.3937,0,350.69599999999997,63.78,Global Titan Trading Ltda,Automotivo,PE,Delphi Technologies,EUA,36,Alta
776,118,70,CIF,Marítimo,2023-04-30,2023-06-25,2023-06-23,Entregue,5.365,56,54,-2,0,0,2023,4,2,2023-04,32835.31,1501.53,0.0,3734.59,819.37,11760.26,14525.4,494.16,14012.64,75177.8136,0.4368,0,668.1,49.15,Sul Inter Trading Ltda,Varejo,MT,Dräxlmaier Group,Japão,89,Baixa
777,81,51,FOB,Marítimo,2024-08-09,2024-10-08,2024-10-07,Entregue,5.639,60,59,-1,0,0,2024,8,3,2024-08,190912.84,734.24,7144.89,3795.66,64700.61,61773.7,49026.07,3737.67,88903.72,501328.07708,0.3808,1,101.424,1882.32,Real Pacífico Logística e Comércio Eireli,Varejo,CE,Eaton Corporation,China,33,Alta
781,70,90,FOB,Marítimo,2024-07-14,2024-08-10,2024-08-09,Entregue,5.5202,27,26,-1,0,0,2024,7,3,2024-07,811411.2,1389.08,0.0,1262.63,218390.78,348448.93,231014.94,10904.84,356499.33,1967947.601466,0.4123,1,5667.074,143.18,Horizonte Continental Comércio Exterior Ltda,Industrial,RS,Kubota Industrial,EUA,57,Média
783,24,57,CIF,Marítimo,2023-12-21,2024-01-28,2024-01-26,Desembaraçado,5.2849,38,36,-2,0,0,2023,12,4,2023-12,393249.56,3645.21,0.0,2445.43,26530.56,158069.89,193043.29,9515.18,189661.55000000002,1002342.3255950002,0.3923,0,9450.904,41.61,Sul Corp Soluções Industriais S.A.,Industrial,RJ,ThyssenKrupp Components,China,37,Média
785,84,24,EXW,Marítimo,2024-06-03,2024-07-11,2024-07-10,Entregue,5.4264,38,37,-1,0,0,2024,6,2,2024-06,557705.68,4119.35,0.0,3704.76,202503.26,201820.99,133601.54,11955.78,297265.51,1613081.5634640001,0.3457,0,7298.812,76.41,Prime Atlântico Grupo Industrial S.A.,Industrial,AM,Lenovo Supply Chain,EUA,33,Média
786,152,30,CIF,Aéreo,2024-07-16,2024-07-25,2024-08-10,Atrasado,5.4948,9,25,16,1,1,2024,7,3,2024-07,67271.02,4434.44,6092.06,4530.83,4677.99,20030.42,26003.58,1501.7,27923.620000000003,153434.707176,0.4384,0,151.214,444.87,Apex Solar Indústria e Comércio Ltda,Automotivo,MG,Midea Industrial,Alemanha,87,Baixa
790,70,44,EXW,Marítimo,2024-01-04,2024-02-22,2024-02-21,Entregue,5.5393,49,48,-1,0,0,2024,1,1,2024-01,28151.43,5701.3,5278.68,3117.95,4644.98,3908.78,5162.64,337.1,5113.71,28326.373803,0.9938,1,28.253999999999998,996.37,Horizonte Continental Comércio Exterior Ltda,Industrial,RS,3M Supply Chain,China,38,Alta
791,73,45,FOB,Marítimo,2023-01-31,2023-03-25,2023-03-23,Entregue,5.2234,53,51,-2,0,0,2023,1,1,2023-01,264280.06,1319.83,0.0,2970.55,39820.29,103619.44,111292.69,5257.26,125908.48,657670.354432,0.4018,0,1028.16,257.04,Beta Nexus Logística e Comércio Eireli,Varejo,ES,Honeywell Components,Itália,16,Alta
792,21,68,CIF,Marítimo,2023-01-28,2023-02-27,2023-02-27,Entregue,5.3387,30,30,0,0,0,2023,1,1,2023-01,1870306.61,2464.68,0.0,1808.68,86343.51,867261.44,877340.51,35087.79,1117931.0,5968298.2297,0.3134,0,25159.003,74.34,Global Ômega Importações S.A.,Eletrônico,AM,Mann+Hummel Group,México,43,Média
793,178,33,FOB,Marítimo,2024-10-08,2024-11-25,2024-11-23,Entregue,5.5399,48,46,-2,0,0,2024,10,4,2024-10,1744726.1,2335.39,0.0,2619.27,531293.05,501261.89,667708.65,39507.85,709257.28,3929214.405472,0.444,1,14352.197,121.57,Âncora Horizonte Grupo Industrial S.A.,Varejo,DF,Ho Chi Minh Trade,China,32,Alta
794,143,82,FOB,Marítimo,2023-02-06,2023-03-28,2023-03-28,Entregue,5.1148,50,50,0,0,0,2023,2,1,2023-02,40295.38,2049.71,0.0,3715.64,9773.4,11409.9,12778.74,567.99,13751.84,70337.911232,0.5729,0,745.56,54.05,Group Âncora Indústria e Comércio Ltda,Varejo,RJ,Stoneridge Components,China,23,Alta
796,199,21,CIF,Marítimo,2023-04-12,2023-06-09,2023-06-08,Entregue,5.2123,58,57,-1,0,0,2023,4,2,2023-04,822541.81,1578.25,0.0,2903.9,91979.57,394730.57,306431.4,24918.12,441898.44999999995,2303307.290935,0.3571,0,2762.313,297.77,Pro Horizonte Trading Ltda,Varejo,DF,ACER Taiwan Supply,Índia,17,Alta
797,170,26,EXW,Marítimo,2023-06-02,2023-08-01,2023-07-30,Entregue,5.0012,60,58,-2,0,0,2023,6,2,2023-06,1723927.87,2919.63,7819.76,2069.43,667932.92,521043.31,491543.83,30598.99,657946.44,3290521.735728,0.5239,0,7790.222,221.29,Ômega Titan Soluções Industriais S.A.,Eletrônico,MS,Xiaomi Industrial,China,40,Alta
799,58,21,CIF,Marítimo,2024-01-11,2024-03-09,2024-03-07,Entregue,5.4517,58,56,-2,0,0,2024,1,1,2024-01,107908.70999999999,3455.68,0.0,1748.5,11649.8,49228.61,39635.0,2191.12,62208.39,339141.479763,0.3182,0,1520.461,70.97,Uni Inter Importações S.A.,Automotivo,PE,ACER Taiwan Supply,Índia,17,Alta
800,165,88,FOB,Marítimo,2024-07-08,2024-08-22,2024-08-22,Entregue,5.3405,45,45,0,0,0,2024,7,3,2024-07,223862.05,1511.11,0.0,2482.61,38377.19,81379.1,97494.52,2617.52,104392.45,557507.8792249999,0.4015,0,805.633,277.87,Meridian Brasil Indústria e Comércio Ltda,Industrial,BA,Traton Group Parts,China,15,Alta
801,49,19,EXW,Aéreo,2023-04-08,2023-04-19,2023-04-17,Desembaraçado,5.1842,11,9,-2,0,0,2023,4,2,2023-04,631930.45,4709.55,0.0,2884.7,376250.55,153796.4,86867.88,7421.37,166483.75,863085.05675,0.7322,0,5577.135,113.31,Pro Âncora Exportações e Importações Ltda,Varejo,MG,Samsung Industrial Korea,Coreia do Sul,32,Média
803,169,33,FOB,Marítimo,2023-05-28,2023-07-07,2023-07-07,Entregue,5.1338,40,40,0,0,0,2023,5,2,2023-05,1119211.18,1434.01,0.0,3637.81,325685.2,508793.68,255165.4,24495.08,618946.87,3177549.441206,0.3522,0,5032.9529999999995,222.38,Atlas Net Logística e Comércio Eireli,Varejo,AM,Ho Chi Minh Trade,China,32,Alta
804,71,86,EXW,Aéreo,2024-11-30,2024-12-08,2024-12-07,Entregue,5.535,8,7,-1,0,0,2024,11,4,2024-11,644905.97,5094.09,0.0,2857.42,386844.99,116960.18,127589.78,5559.51,125497.87,694630.71045,0.9284,1,9431.075,68.38,Solar Brasil Logística e Comércio Eireli,Varejo,CE,Modine Thermal,Alemanha,71,Baixa
808,98,65,CIF,Marítimo,2024-04-21,2024-05-30,2024-05-29,Entregue,5.4985,39,38,-1,0,0,2024,4,2,2024-04,78267.76999999999,901.92,0.0,4340.26,5055.77,29313.08,37867.45,789.29,35588.08,195681.05788,0.4,0,250.638,312.27,Group Multi Logística e Comércio Eireli,Varejo,CE,Hella Automotive,EUA,48,Média
809,74,85,CIF,Marítimo,2024-05-26,2024-06-26,2024-06-24,Entregue,5.5072,31,29,-2,0,0,2024,5,2,2024-05,733758.6900000001,3295.47,4016.4,4181.06,59521.79,341774.44,288104.67,32864.86,501495.82,2761837.779904,0.2657,1,12198.182,60.15,Solar Porto Indústria e Comércio Ltda,Automotivo,BA,Standard Motor Products,China,24,Alta
810,57,66,FOB,Marítimo,2023-01-30,2023-03-02,2023-03-02,Entregue,4.9902,31,31,0,0,0,2023,1,1,2023-01,23632.21,1604.09,0.0,1955.48,6631.64,7569.71,5189.04,682.25,12099.7,60379.922940000004,0.3914,0,69.42399999999999,340.4,Horizonte Pro Logística e Comércio Eireli,Automotivo,SP,Knorr-Bremse AG,China,22,Alta
813,76,88,CIF,Marítimo,2024-01-03,2024-02-16,2024-02-15,Entregue,5.3141,44,43,-1,0,0,2024,1,1,2024-01,207338.26,2967.36,0.0,1383.34,19110.12,81365.65,97416.11,5095.68,95086.57999999999,505299.5947779999,0.4103,0,2781.257,74.55,Pacífico Horizonte Trading Ltda,Eletrônico,SP,Traton Group Parts,China,15,Alta
814,59,10,FOB,Marítimo,2023-12-04,2024-01-16,2024-01-15,Entregue,5.3546,43,42,-1,0,0,2023,12,4,2023-12,537115.5599999999,3044.53,0.0,2383.16,123266.54,209219.32,193334.18,5867.83,228865.33999999997,1225482.3495639998,0.4383,0,14120.173999999999,38.04,Tech Terra Indústria e Comércio Ltda,Industrial,MS,Siemens Components AG,EUA,77,Baixa
815,99,64,FOB,Marítimo,2023-05-02,2023-06-28,2023-07-02,Atrasado,5.1638,57,61,4,1,0,2023,5,2,2023-05,42139.03,2250.2,0.0,3108.39,10247.24,15210.32,10854.56,468.32,22253.88,114914.58554400002,0.3667,0,303.53700000000003,138.83,Tech Real Tecnologia e Comércio Ltda,Varejo,MS,Mahle Industrial GmbH,Japão,67,Baixa
816,32,7,FOB,Marítimo,2023-02-15,2023-03-24,2023-03-22,Entregue,5.2832,37,35,-2,0,0,2023,2,1,2023-02,227115.58,3203.98,0.0,3081.31,55337.95,72910.84,90595.36,1986.14,89913.38,475030.369216,0.4781,0,3838.854,59.16,Norte Norte Distribuidora Nacional S.A.,Eletrônico,PR,American Industrial Parts,EUA,38,Alta
817,21,20,CIF,Marítimo,2024-08-15,2024-09-30,2024-10-03,Atrasado,5.7095,46,49,3,1,0,2024,8,3,2024-08,151621.59,3360.24,0.0,4603.78,4579.02,75061.1,61705.8,2311.65,79375.28,453193.16116,0.3346,1,2725.454,55.63,Global Ômega Importações S.A.,Eletrônico,AM,LG Components Co.,China,56,Média
819,143,85,CIF,Aéreo,2023-04-17,2023-04-29,2023-04-29,Entregue,5.0373,12,12,0,0,0,2023,4,2,2023-04,387490.69,4451.38,0.0,2965.48,86430.68,130208.92,155539.78,7894.45,166461.65,838517.269545,0.4621,0,13540.149000000001,28.62,Group Âncora Indústria e Comércio Ltda,Varejo,RJ,Standard Motor Products,China,24,Alta
820,14,27,EXW,Aéreo,2024-02-09,2024-02-17,2024-02-17,Entregue,5.4333,8,8,0,0,0,2024,2,1,2024-02,106791.75,3434.45,0.0,5600.2,57412.28,20743.44,18734.43,866.95,28576.370000000003,155263.99112100003,0.6878,0,348.084,306.8,Solar Apex Distribuidora Nacional S.A.,Varejo,PR,DJI Supply Co.,China,34,Média
823,6,39,FOB,Marítimo,2023-05-19,2023-06-24,2023-06-23,Desembaraçado,5.3028,36,35,-1,0,0,2023,5,2,2023-05,2294686.4699999997,1149.08,0.0,2606.53,576849.08,828169.2,862257.73,23654.85,878179.09,4656808.078452,0.4928,0,23419.523,97.98,Titan Atlântico Importações S.A.,Automotivo,BA,Honda Mexico Industrial,Japão,36,Alta
825,147,69,CIF,Marítimo,2024-01-28,2024-03-16,2024-03-14,Entregue,5.1495,48,46,-2,0,0,2024,1,1,2024-01,305477.15,1926.03,0.0,3684.34,24228.87,130012.36,142265.35,3360.2,156881.11,807859.2759449999,0.3781,0,61.699,4951.09,Ômega Centro Indústria e Comércio Ltda,Industrial,RJ,Leoni Wire Systems,China,32,Alta
827,85,72,FOB,Marítimo,2024-02-06,2024-03-22,2024-03-20,Entregue,5.3223,45,43,-2,0,0,2024,2,1,2024-02,28698.59,3793.81,0.0,1215.88,4514.35,9143.6,9510.47,520.48,9891.69,52646.541687000004,0.5451,0,216.93,132.29,Sul Horizonte Tecnologia e Comércio Ltda,Industrial,AM,Grammer AG Components,EUA,36,Alta
828,176,82,CIF,Marítimo,2023-01-23,2023-03-23,2023-03-21,Entregue,5.2447,59,57,-2,0,0,2023,1,1,2023-01,2675861.3000000003,4319.96,0.0,3960.64,291675.11,1378132.87,953513.86,44258.86,1469995.0299999998,7709682.933840998,0.3471,0,46842.100000000006,57.13,Nacional Atlas Grupo Industrial S.A.,Eletrônico,DF,Stoneridge Components,China,23,Alta
831,131,3,CIF,Marítimo,2023-01-02,2023-02-16,2023-02-14,Entregue,5.3804,45,43,-2,0,0,2023,1,1,2023-01,32212.78,1414.53,3451.77,1456.57,2042.57,10131.25,12952.45,763.64,13548.3,72895.27332,0.4419,0,226.873,141.99,Nexus Plus Trading Ltda,Industrial,ES,Shanghai Global Trade,EUA,40,Média
832,8,32,CIF,Marítimo,2023-07-04,2023-08-23,2023-09-09,Atrasado,5.2347,50,67,17,1,1,2023,7,3,2023-07,489142.32,2052.54,0.0,3766.49,32507.79,204782.66,236773.86,9258.98,255682.81,1338422.805507,0.3655,0,8547.806,57.22,Pro Corp Importações S.A.,Varejo,RJ,Hanoi Parts Ltd,Alemanha,85,Baixa
833,124,48,EXW,Marítimo,2024-07-14,2024-08-23,2024-08-23,Entregue,5.4715,40,40,0,0,0,2024,7,3,2024-07,844790.7300000001,2146.04,0.0,1997.45,234567.97,278790.15,312124.94,15164.18,296670.26,1623231.32759,0.5204,0,2267.44,372.57,Prime Tech Logística e Comércio Eireli,Automotivo,DF,Parker Hannifin Corp,China,39,Média
834,198,19,FOB,Marítimo,2024-02-06,2024-03-18,2024-03-17,Entregue,5.2364,41,40,-1,0,0,2024,2,1,2024-02,194836.8,2494.68,0.0,4777.05,38541.81,61156.05,83137.72,4729.49,85517.88,447805.826832,0.4351,0,51.034,3817.78,Pacífico Trans Soluções Industriais S.A.,Varejo,MT,Samsung Industrial Korea,Coreia do Sul,32,Média
835,32,9,CIF,Marítimo,2023-04-17,2023-05-14,2023-05-13,Desembaraçado,5.157,27,26,-1,0,0,2023,4,2,2023-04,1748219.4,4336.62,0.0,2088.41,130079.31,765551.36,790579.19,55584.51,1020484.04,5262636.19428,0.3322,0,25925.682999999997,67.43,Norte Norte Distribuidora Nacional S.A.,Eletrônico,PR,BMW Parts GmbH,China,25,Alta
836,16,1,FOB,Marítimo,2024-01-23,2024-03-19,2024-03-17,Entregue,5.5349,56,54,-2,0,0,2024,1,1,2024-01,297611.38,2684.03,4033.09,2973.65,60576.0,88241.1,132168.17,6935.34,125859.87,696621.794463,0.4272,1,1217.7559999999999,244.39,Delta Meridian Exportações e Importações Ltda,Industrial,RJ,Shenzhen Tech Co.,Itália,64,Baixa
838,156,95,CIF,Marítimo,2023-07-21,2023-08-29,2023-09-05,Atrasado,5.3664,39,46,7,1,0,2023,7,3,2023-07,1592100.83,2347.44,0.0,2580.07,146871.54,695657.54,707059.2,37585.04,768299.81,4123004.100384,0.3862,0,6207.339,256.49,Corp Vega Indústria e Comércio Ltda,Industrial,DF,MAN Industrial Parts,Coreia do Sul,17,Alta
839,59,27,FOB,Marítimo,2023-11-06,2023-12-17,2023-12-15,Desembaraçado,5.2344,41,39,-2,0,0,2023,11,4,2023-11,291466.27,4463.1,0.0,2722.27,54205.04,123204.16,99151.87,7719.83,143268.48,749924.531712,0.3887,0,3233.3920000000003,90.14,Tech Terra Indústria e Comércio Ltda,Industrial,MS,DJI Supply Co.,China,34,Média
841,148,34,FOB,Marítimo,2024-04-07,2024-05-27,2024-05-25,Desembaraçado,5.3589,50,48,-2,0,0,2024,4,2,2024-04,688726.1499999999,2422.74,0.0,3909.5,148596.4,252918.33,270330.99,10548.19,285548.12,1530223.820268,0.4501,0,4192.566,164.27,Sul Group Exportações e Importações Ltda,Eletrônico,ES,Italian Precision Parts,Japão,25,Alta
843,9,50,CIF,Marítimo,2024-08-17,2024-10-10,2024-10-08,Desembaraçado,5.5554,54,52,-2,0,0,2024,8,3,2024-08,66446.64,2513.02,0.0,2852.47,2556.06,27976.68,29310.97,1237.44,29548.08,164151.403632,0.4048,1,214.89,309.21,Âncora Uni Logística e Comércio Eireli,Eletrônico,MT,Illinois Tool Works,China,18,Alta
844,121,11,CIF,Marítimo,2024-05-05,2024-06-12,2024-07-01,Atrasado,5.3914,38,57,19,1,1,2024,5,2,2024-05,69335.51,3582.31,0.0,3101.08,3146.43,28532.23,30076.66,896.8,37817.5,203889.2695,0.3401,0,76.23,909.56,Inter Nacional Exportações e Importações Ltda,Eletrônico,RJ,Bosch Industrial GmbH,China,70,Baixa
845,194,47,EXW,Marítimo,2023-09-18,2023-10-13,2023-10-12,Entregue,5.1106,25,24,-1,0,0,2023,9,3,2023-09,167783.28,2551.54,3799.66,2733.14,71735.22,49650.02,33647.45,3666.25,64350.520000000004,328869.767512,0.5102,0,1626.58,103.15,Nexus Apex Indústria e Comércio Ltda,Automotivo,CE,John Deere Supply,Coreia do Sul,34,Alta
846,131,76,FOB,Marítimo,2024-04-06,2024-06-04,2024-06-16,Atrasado,5.551,59,71,12,1,1,2024,4,2,2024-04,2808641.69,2412.94,6810.81,1943.5,519183.91,1130272.99,1069301.77,78715.77,1537741.2,8536001.4012,0.329,1,30895.343999999997,90.91,Nexus Plus Trading Ltda,Industrial,ES,BorgWarner Inc Supply,EUA,34,Alta
848,190,33,FOB,Marítimo,2024-02-20,2024-03-29,2024-03-27,Entregue,5.3502,38,36,-2,0,0,2024,2,1,2024-02,783607.8699999999,2125.75,0.0,1308.75,177851.4,271924.22,313404.91,16992.84,324879.31,1738169.284362,0.4508,0,24935.158000000003,31.43,Âncora Vega Importações S.A.,Varejo,RJ,Ho Chi Minh Trade,China,32,Alta
849,163,52,FOB,Marítimo,2024-07-13,2024-08-26,2024-08-25,Desembaraçado,5.5246,44,43,-1,0,0,2024,7,3,2024-07,386972.23,3217.69,0.0,3698.12,81326.67,144076.02,143268.17,11385.56,181604.73,1003293.4913580001,0.3857,1,4496.04,86.07,Star Porto Indústria e Comércio Ltda,Varejo,AM,Schneider Electric France,Alemanha,31,Alta
850,82,58,EXW,Marítimo,2024-09-27,2024-10-23,2024-10-24,Atrasado,5.6025,26,27,1,1,0,2024,9,3,2024-09,6866257.62,902.4,0.0,5464.26,2951627.17,2098919.23,1657015.58,152328.98,2660582.3000000003,14905912.335750002,0.4606,1,22923.027,299.54,Sul Nacional Grupo Industrial S.A.,Eletrônico,PR,Michelin Tire Supply,China,18,Alta
851,75,57,FOB,Marítimo,2023-08-20,2023-10-17,2023-10-17,Entregue,5.4814,58,58,0,0,0,2023,8,3,2023-08,253261.77,4327.97,0.0,4273.52,67183.35,90783.55,82392.84,4300.54,100661.8,551767.59052,0.459,0,10073.888,25.14,Delta Max Trading Ltda,Eletrônico,DF,ThyssenKrupp Components,China,37,Média
852,17,69,FOB,Marítimo,2024-04-21,2024-06-10,2024-06-09,Entregue,5.2376,50,49,-1,0,0,2024,4,2,2024-04,173433.84,3124.95,0.0,2820.83,50481.11,70382.37,43381.92,3242.66,102180.75,535181.8962,0.3241,0,3590.3030000000003,48.31,Inter Meridian Trading Ltda,Varejo,BA,Leoni Wire Systems,China,32,Alta
853,108,11,CIF,Marítimo,2024-03-07,2024-04-14,2024-04-13,Desembaraçado,5.3413,38,37,-1,0,0,2024,3,1,2024-03,186684.66,1856.0,0.0,2770.8,15547.45,72640.82,89994.38,3875.21,90672.43000000001,484308.6503590001,0.3855,0,2730.352,68.37,Nacional Capital Tecnologia e Comércio Ltda,Eletrônico,GO,Bosch Industrial GmbH,China,70,Baixa
855,125,16,CIF,Marítimo,2023-07-19,2023-08-25,2023-08-24,Desembaraçado,5.186,37,36,-1,0,0,2023,7,3,2023-07,184352.17,738.55,0.0,4597.29,13180.39,79043.6,80404.13,6388.21,115140.95,597120.9667,0.3087,0,9113.337000000001,20.23,Plus Brasil Exportações e Importações Ltda,Industrial,AM,Wipro Industrial India,EUA,59,Baixa
856,156,47,CIF,Aéreo,2023-05-21,2023-06-03,2023-06-03,Entregue,5.0986,13,13,0,0,0,2023,5,2,2023-05,73240.19,3820.53,0.0,2964.34,6936.48,29238.71,29450.8,829.33,33702.54,171835.77044400002,0.4262,0,19.651,3727.05,Corp Vega Indústria e Comércio Ltda,Industrial,DF,John Deere Supply,Coreia do Sul,34,Alta
858,200,87,CIF,Aéreo,2024-03-11,2024-03-25,2024-03-23,Entregue,5.4644,14,12,-2,0,0,2024,3,1,2024-03,100114.1,2713.84,2065.19,1572.84,14233.57,34656.44,43355.83,1516.39,43967.22,240254.47696800003,0.4167,0,1270.32,78.81,Brasil Solar Exportações e Importações Ltda,Industrial,CE,Wabash National,EUA,26,Alta
859,128,63,CIF,Marítimo,2024-06-03,2024-07-27,2024-07-25,Entregue,5.5688,54,52,-2,0,0,2024,6,2,2024-06,200862.06,1216.68,2097.32,2687.55,14406.65,108557.65,66430.8,5465.41,113740.91,633400.379608,0.3171,1,13017.726999999999,15.43,Trans Porto Logística e Comércio Eireli,Eletrônico,DF,Schaeffler Group,EUA,18,Alta
